,title,studio,year,domestic_gross,foreign_gross,total_gross
2893,Jolly Llb 2,FIP,2017,1700000,21300000,23000000
2894,The Glass Castle,LGF,2017,17300000,4600000,21900000
2895,Sword Art Online: The Movie - Ordinal Scale,Elev.,2017,1500000,19200000,20700000
2896,The Circle (2017),STX,2017,20500000,0,20500000
2897,It Comes At Night,A24,2017,14000000,5300000,19300000
2898,The Lost City of Z,BST,2017,8600000,10700000,19300000
2899,Unforgettable (2017),WB,2017,11400000,6400000,17800000
2900,The Case for Christ,PFR,2017,14700000,3000000,17700000
2901,Detroit,Annapurna,2017,16800000,0,16800000
2902,Wonder Wheel,Amazon,2017,1400000,14500000,15900000
2903,Gold,Wein.,2017,7200000,7700000,14900000
2904,The Space Between Us,STX,2017,7900000,6900000,14800000
2905,Wish Upon,BG,2017,14300000,0,14300000
2906,A United Kingdom,FoxS,2017,3900000,9900000,13800000
2907,"Roman J. Israel, Esq.",Sony,2017,12000000,1100000,13100000
2908,Mubarakan,Sony,2017,759000,12100000,12859000
2909,Battle of the Sexes,FoxS,2017,12600000,0,12600000
2910,The Promise (2017),ORF,2017,8199999,4200000,12399999
2911,Before I Fall,ORF,2017,12200000,0,12200000
2912,Earth: One Amazing Day,BBC,2017,81300,11600000,11681300
2913,Thank You for Your Service (2017),Uni.,2017,9500000,0,9500000
2914,Rock Dog,LG/S,2017,9400000,0,9400000
2915,My Cousin Rachel,FoxS,2017,2700000,6500000,9200000
2916,Truman,FR,2017,211000,8800000,9011000
2917,Stronger,RAtt.,2017,4200000,4200000,8400000
2918,Tulip Fever,Wein.,2017,2500000,5900000,8400000
2919,Viceroy's House,IFC,2017,1100000,6700000,7800000
2920,Amityville: The Awakening,W/Dim.,2017,700,7700000,7700700
2921,Just Getting Started,BG,2017,6100000,1600000,7700000
2922,Beatriz At Dinner,RAtt.,2017,7100000,310000,7410000
2923,I am Not Your Negro,Magn.,2017,7100000,0,7100000
2924,The Red Turtle,SPC,2017,922000,5700000,6622000
2925,From the Land of the Moon,IFC,2017,47700,6500000,6547700
2926,Maudie,SPC,2017,6200000,0,6200000
2927,All Saints,Affirm,2017,5800000,140000,5940000
2928,The Florida Project,A24,2017,5900000,0,5900000
2929,Suburbicon,Par.,2017,5800000,0,5800000
2930,The Man Who Invented Christmas,BST,2017,5700000,0,5700000
2931,Paris Can Wait,SPC,2017,5600000,0,5600000
2932,Phillauri,FIP,2017,468000,5000000,5468000
2933,Ok Jaanu,FIP,2017,356000,5000000,5356000
2934,An Inconvenient Sequel: Truth to Power,Par.,2017,3500000,1900000,5400000
2935,Table 19,FoxS,2017,3600000,1400000,5000000
2936,Collide,ORF,2017,2300000,2500000,4800000
2937,The Wall,RAtt.,2017,1800000,2700000,4500000
2938,Mark Felt: The Man Who Brought Down the White House,SPC,2017,769000,3600000,4369000
2939,Terminator 2: Judgment Day 3D,Distrib.,2017,1000000,2900000,3900000
2940,Brad's Status,Annapurna,2017,2100000,1700000,3800000
2941,Friend Request,ENTMP,2017,3800000,0,3800000
2942,Their Finest,STX,2017,3600000,0,3600000
2943,Wonderstruck,RAtt.,2017,1100000,2200000,3300000
2944,The Leisure Seeker,SPC,2017,3200000,0,3200000
2945,Raw (2017),FCW,2017,515000,2600000,3115000
2946,Colossal,Neon,2017,3000000,0,3000000
2947,A Gentleman,FIP,2017,410000,2500000,2910000
2948,Inhumans,Imax,2017,1500000,1300000,2800000
2949,Kedi,Osci.,2017,2800000,0,2800000
2950,The Only Living Boy in New York,RAtt.,2017,624000,1900000,2524000
2951,Hazlo Como Hombre (Do It Like An Hombre),PNT,2017,2500000,0,2500000
2952,Poster Boys,Sony,2017,97000,2400000,2497000
2953,The Salesman,Cohen,2017,2400000,0,2400000
2954,Pokemon the Movie: I Choose You!,Fathom,2017,2400000,0,2400000
2955,Jeepers Creepers 3,Scre.,2017,2300000,0,2300000
2956,Un Padre No Tan Padre,PNT,2017,2200000,0,2200000
2957,Good Time,A24,2017,2000000,0,2000000
2958,Everybody Loves Somebody,PNT,2017,1900000,0,1900000
2959,Along with the Gods: The Two Worlds,WGUSA,2017,1900000,0,1900000
2960,Youth (2017),CL,2017,1900000,0,1900000
2961,Last Flag Flying,LGF,2017,965000,904000,1869000
2962,A Quiet Passion,MBox,2017,1900000,0,1900000
2963,Free Fire,A24,2017,1800000,0,1800000
2964,The Last Word,BST,2017,1800000,0,1800000
2965,Human Flow,Magn.,2017,528000,1300000,1828000
2966,Jane (2017),Abr.,2017,1700000,0,1700000
2967,A Ghost Story,A24,2017,1600000,0,1600000
2968,The Square,Magn.,2017,1500000,0,1500000
2969,Patti Cake$,FoxS,2017,800000,682000,1482000
2970,The Wedding Plan,RAtt.,2017,1400000,0,1400000
2971,Personal Shopper,IFC,2017,1300000,0,1300000
2972,Churchill,Cohen,2017,1300000,0,1300000
2973,The Sense of an Ending,CBS,2017,1300000,0,1300000
2974,3 Idiotas,PNT,2017,1200000,0,1200000
2975,6 Below: Miracle on the Mountain,MOM,2017,14800,1100000,1114800
2976,Lady Macbeth,RAtt.,2017,1100000,0,1100000
2977,Film Stars Don't Die in Liverpool,SPC,2017,1000000,0,1000000
2978,Yu-Gi-Oh! The Dark Side of Dimensions,SV,2017,1000000,0,1000000
2979,Lucky (2017),Magn.,2017,956000,0,956000
2980,Faces Places,Cohen,2017,954000,0,954000
2981,Tubelight,Yash,2017,930000,0,930000
2982,Frantz,MBox,2017,881000,0,881000
2983,BOMBSHELL: The Hedy Lamarr Story,Zeit.,2017,820000,0,820000
2984,Walk With Me,Gathr,2017,727000,0,727000
2985,Buena Vista Social Club: Adios,BG,2017,123000,578000,701000
2986,Titanic (20th Anniversary),Par.,2017,692000,0,692000
2987,Lost in Paris,Osci.,2017,692000,0,692000
2988,Shubh Mangal Saavdhan,Eros,2017,690000,0,690000
2989,The Midwife,MBox,2017,604000,0,604000
2990,3 Generations,Wein.,2017,156000,375000,531000
2991,Fairy Tail: Dragon Cry,FUN,2017,519000,0,519000
2992,Our President,CJ,2017,507000,0,507000
2993,Letters from Baghdad,Vita.,2017,360000,143000,503000
2994,Breathe (2017),BST,2017,490000,0,490000
2995,Song to Song,BG,2017,444000,0,444000
2996,Tom of Finland,KL,2017,378000,0,378000
2997,God's Own Country,Orion,2017,336000,0,336000
2998,The Breadwinner,GK,2017,312000,0,312000
2999,A Silent Voice,Elev.,2017,310000,0,310000
3000,My Life as a Zucchini,GK,2017,310000,0,310000
3001,Happy End,SPC,2017,302000,0,302000
3002,After the Storm,FM,2017,272000,0,272000
3003,Wakefield,IFC,2017,263000,0,263000
3004,"I, Daniel Blake",IFC,2017,260000,0,260000
3005,Cezanne et moi,Magn.,2017,258000,0,258000
3006,The Fortress,CJ,2017,253000,0,253000
3007,Black Butler: Book of the Atlantic,FUN,2017,248000,0,248000
3008,The Swindlers,WGUSA,2017,242000,0,242000
3009,City of Ghosts,IFC,2017,128000,100000,228000
3010,The Prison,WGUSA,2017,207000,0,207000
3011,The Other Side of Hope,Jan.,2017,184000,0,184000
3012,Marjorie Prime,FR,2017,181000,0,181000
3013,Graduation,IFC,2017,176000,0,176000
3014,Mr. Gaga: A True Story of Love and Dance,Abr.,2017,174000,0,174000
3015,In This Corner of the World,FUN,2017,172000,0,172000
3016,David Lynch: The Art Life,Jan.,2017,171000,0,171000
3017,13 Minutes,SPC,2017,162000,0,162000
3018,The Journey,IFC,2017,155000,0,155000
3019,The Void,Scre.,2017,151000,0,151000
3020,Blade of the Immortal,Magn.,2017,151000,0,151000
3021,Thelma,Orch.,2017,147000,0,147000
3022,BPM (Beats Per Minute),Orch.,2017,125000,0,125000
3023,Explosion,CL,2017,123000,0,123000
3024,The King's Choice,Gold.,2017,113000,0,113000
3025,Slack Bay,KL,2017,113000,0,113000
3026,Like Crazy (2017),Strand,2017,107000,0,107000
3027,Fabricated City,CJ,2017,105000,0,105000
3028,The Lure,Jan.,2017,102000,0,102000
3029,Score: A Film Music Documentary,Grav.,2017,101000,0,101000
3030,Munna Michael,Eros,2017,99600,0,99600
3031,The Mayor,WGUSA,2017,96800,0,96800
3032,The Fencer,CFI,2017,96000,0,96000
3033,Memoir of a Murderer,WGUSA,2017,91300,0,91300
3034,The King's Case Note,CJ,2017,91000,0,91000
3035,Warriors of the Dawn,FIP,2017,84500,0,84500
3036,The Nile Hilton Incident,Strand,2017,81100,0,81100
3037,Pop Aye,KL,2017,78000,0,78000
3038,I Can Speak,CJ,2017,63200,0,63200
3039,Tomorrow,UTMW,2017,62500,0,62500
3040,Worlds Apart,CLS,2017,60300,0,60300
3041,Extraordinary Mission,Crimson,2017,54200,0,54200
3042,The Ornithologist,Strand,2017,50500,0,50500
3043,Napping Princess,GK,2017,48200,0,48200
3044,Twenty Two,CL,2017,46800,0,46800
3045,Bluebeard,WGUSA,2017,43100,0,43100
3046,One Week and a Day,Osci.,2017,41600,0,41600
3047,The Commune,Magn.,2017,38700,0,38700
3048,A Woman's Life,KL,2017,37600,0,37600
3049,Afterimage,FM,2017,33400,0,33400
3050,Alone in Berlin,IFC,2017,33100,0,33100
3051,The Villainess,WGUSA,2017,27700,0,27700
3052,The Daughter,KL,2017,26400,0,26400
3053,Moscow Never Sleeps,CAVU,2017,25300,0,25300
3054,My Scientology Movie,Magn.,2017,22900,0,22900
3055,Una,EF,2017,22800,0,22800
3056,Bending the Arc,Abr.,2017,21900,0,21900
3057,The Girl Without Hands,GK,2017,21800,0,21800
3058,Whisky Galore,Arrow,2017,21000,0,21000
3059,RV: Resurrected Victims,WGUSA,2017,20400,0,20400
3060,Better Watch Out,WGUSA,2017,20400,0,20400
3061,Absolutely Anything,ADC,2017,20200,0,20200
3062,Glory (2017),FM,2017,18400,0,18400
3063,Porto,KL,2017,15100,0,15100
3064,Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,2017,14200,0,14200
3065,Abracadabra,Sony,2017,14000,0,14000
3066,Blind,VE,2017,12500,0,12500
3067,Felicite,Strand,2017,12400,0,12400
3068,Dead Awake (2017),FR,2017,11500,0,11500
3069,The Country Doctor,Distrib.,2017,8500,0,8500
3070,Overdrive,VE,2017,7800,0,7800
3071,Suntan,Strand,2017,6600,0,6600
3072,Trespass Against Us,A24,2017,5700,0,5700
3073,The Ardennes,FM,2017,5600,0,5600
3074,Oro,Sony,2017,5500,0,5500
3075,Singularity,VE,2017,4200,0,4200
3076,Emily (2017),Hiber,2017,3600,0,3600
3077,Max & Leon,Distrib.,2017,500,0,500
3078,2:22,Magn.,2017,400,0,400
3079,Avengers: Infinity War,BV,2018,678800000,1369,678801369
3080,Black Panther,BV,2018,700100000,646900000,1347000000
3081,Jurassic World: Fallen Kingdom,Uni.,2018,417700000,891800000,1309500000
3082,Incredibles 2,BV,2018,608600000,634200000,1242800000
3083,Aquaman,WB,2018,335100000,812700000,1147800000
3084,Bohemian Rhapsody,Fox,2018,216400000,687200000,903600000
3085,Venom (2018),Sony,2018,213500000,641500000,855000000
3086,Mission: Impossible - Fallout,Par.,2018,220200000,571000000,791200000
3087,Deadpool 2,Fox,2018,318500000,460500000,779000000
3088,Fantastic Beasts: The Crimes of Grindelwald,WB,2018,159600000,494100000,653700000
3089,Ant-Man and the Wasp,BV,2018,216600000,406000000,622600000
3090,Ready Player One,WB,2018,137700000,445200000,582900000
3091,Operation Red Sea,WGUSA,2018,1500000,577700000,579200000
3092,Detective Chinatown 2,WB,2018,2000000,542100000,544100000
3093,The Meg,WB,2018,145400000,384800000,530200000
3094,Ralph Breaks the Internet,BV,2018,201100000,328100000,529200000
3095,Hotel Transylvania 3: Summer Vacation,Sony,2018,167500000,361100000,528600000
3096,Dr. Seuss' The Grinch (2018),Uni.,2018,270600000,241000000,511600000
3097,Bumblebee,Par.,2018,127200000,340800000,468000000
3098,A Star is Born (2018),WB,2018,215300000,218900000,434200000
3099,Rampage (2018),WB (NL),2018,101000000,327000000,428000000
3100,Mamma Mia! Here We Go Again,Uni.,2018,120600000,274400000,395000000
3101,Solo: A Star Wars Story,BV,2018,213800000,179200000,393000000
3102,Spider-Man: Into The Spider-Verse,Sony,2018,190200000,185300000,375500000
3103,Fifty Shades Freed,Uni.,2018,100400000,271500000,371900000
3104,The Nun,WB (NL),2018,117500000,248100000,365600000
3105,Monster Hunt 2,LGF,2018,706000,361000000,361706000
3106,Peter Rabbit,Sony,2018,115300000,236000000,351300000
3107,Mary Poppins Returns,BV,2018,172000000,177600000,349600000
3108,A Quiet Place,Par.,2018,188000000,152900000,340900000
3109,Green Book,Uni.,2018,85100000,234700000,319800000
3110,Skyscraper,Uni.,2018,68400000,236400000,304800000
3111,Ocean's 8,WB,2018,140200000,157500000,297700000
3112,Pacific Rim Uprising,Uni.,2018,59900000,231100000,291000000
3113,Maze Runner: The Death Cure,Fox,2018,58000000,230200000,288200000
3114,Tomb Raider,WB,2018,58300000,216400000,274700000
3115,Halloween (2018),Uni.,2018,159300000,96100000,255400000
3116,Crazy Rich Asians,WB,2018,174500000,64000000,238500000
3117,Paddington 2,WB,2018,40900000,186400000,227300000
3118,Smallfoot,WB,2018,83200000,130900000,214100000
3119,Creed II,MGM,2018,115700000,98300000,214000000
3120,Disney's Christopher Robin,BV,2018,99200000,98500000,197700000
3121,The Equalizer 2,Sony,2018,102100000,88300000,190400000
3122,The Nutcracker and the Four Realms,BV,2018,54900000,119100000,174000000
3123,The Mule,WB,2018,103800000,68700000,172500000
3124,Insidious: The Last Key,Uni.,2018,67700000,100100000,167800000
3125,The Predator (2018),Fox,2018,51000000,109500000,160500000
3126,Johnny English Strikes Again,Uni.,2018,4400000,154500000,158900000
3127,Red Sparrow,Fox,2018,46900000,104700000,151600000
3128,The First Purge,Uni.,2018,69500000,67500000,137000000
3129,A Wrinkle in Time,BV,2018,100500000,32200000,132700000
3130,The House With A Clock In Its Walls,Uni.,2018,68500000,62900000,131400000
3131,Instant Family,Par.,2018,67400000,53200000,120600000
3132,The Commuter,LGF,2018,36300000,83600000,119900000
3133,Game Night,WB (NL),2018,69200000,48500000,117700000
3134,The Monkey King 3,WGUSA,2018,187000,114900000,115087000
3135,First Man,Uni.,2018,44900000,60800000,105700000
3136,Night School (2018),Uni.,2018,77300000,25800000,103100000
3137,Alpha,Studio 8,2018,35900000,62300000,98200000
3138,A Simple Favor,LGF,2018,53500000,44100000,97600000
3139,The Favourite,FoxS,2018,34400000,61600000,96000000
3140,Truth or Dare,Uni.,2018,41400000,53900000,95300000
3141,I Feel Pretty,STX,2018,48800000,45700000,94500000
3142,Blockers,Uni.,2018,60300000,33700000,94000000
3143,Goosebumps 2: Haunted Halloween,Sony,2018,46700000,46600000,93300000
3144,BlacKkKlansman,Focus,2018,49300000,44000000,93300000
3145,Overboard (2018),PNT,2018,50300000,40900000,91200000
3146,Sherlock Gnomes,Par.,2018,43200000,47100000,90300000
3147,Robin Hood (2018),LG/S,2018,30800000,54000000,84800000
3148,Mortal Engines,Uni.,2018,16000000,67700000,83700000
3149,How Long Will I Love U,WGUSA,2018,747000,82100000,82847000
3150,Den of Thieves,STX,2018,44900000,35600000,80500000
3151,Hereditary,A24,2018,44100000,35300000,79400000
3152,Tag,WB (NL),2018,54700000,23400000,78100000
3153,Vice,Annapurna,2018,47800000,28200000,76000000
3154,Widows,Fox,2018,42400000,33600000,76000000
3155,Sicario: Day of the Soldado,Sony,2018,50100000,25800000,75900000
3156,Searching,SGem,2018,26000000,49400000,75400000
3157,The Spy Who Dumped Me,LGF,2018,33600000,41800000,75400000
3158,Second Act,STX,2018,39300000,33000000,72300000
3159,Sanju,FIP,2018,7900000,63600000,71500000
3160,Book Club,Par.,2018,68600000,0,68600000
3161,12 Strong,WB,2018,45800000,21600000,67400000
3162,"Love, Simon",Fox,2018,40800000,25500000,66300000
3163,Mile 22,STX,2018,36100000,30200000,66300000
3164,Life of the Party,WB (NL),2018,53100000,12800000,65900000
3165,Isle Of Dogs,FoxS,2018,32000000,32200000,64200000
3166,Adrift,STX,2018,31400000,28500000,59900000
3167,The 15:17 to Paris,WB,2018,36300000,20800000,57100000
3168,Early Man,LGF,2018,8300000,46400000,54700000
3169,Peppermint,STX,2018,35400000,18400000,53800000
3170,Teen Titans Go! To The Movies,WB,2018,29800000,22300000,52100000
3171,Slender Man,SGem,2018,30600000,21200000,51800000
3172,Breaking In (2018),Uni.,2018,46800000,4600000,51400000
3173,Once Upon a Deadpool,Fox,2018,6100000,44400000,50500000
3174,The Son of Bigfoot,VPD,2018,289000,46800000,47089000
3175,Uncle Drew,LG/S,2018,42500000,4200000,46700000
3176,Tyler Perry's Acrimony,LGF,2018,43500000,2900000,46400000
3177,Mary Queen of Scots,Focus,2018,16500000,29900000,46400000
3178,The Possession of Hannah Grace,SGem,2018,14800000,28200000,43000000
3179,Overlord,Par.,2018,21700000,20000000,41700000
3180,The Darkest Minds,Fox,2018,12700000,28400000,41100000
3181,Holmes and Watson,Sony,2018,30600000,9900000,40500000
3182,Show Dogs,Global Road,2018,17900000,21300000,39200000
3183,On the Basis of Sex,Focus,2018,24600000,13600000,38200000
3184,Namiya,CL,2018,70800,35300000,35370800
3185,The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,2018,14800000,20300000,35100000
3186,The Hate U Give,Fox,2018,29700000,5200000,34900000
3187,Death Wish (2018),MGM,2018,34000000,0,34000000
3188,Nobody's Fool,Par.,2018,31700000,1800000,33500000
3189,Bad Times At The El Royale,Fox,2018,17800000,14000000,31800000
3190,Baaghi 2,FIP,2018,1300000,29900000,31200000
3191,The Happytime Murders,STX,2018,20700000,6800000,27500000
3192,Midnight Sun,Global Road,2018,9600000,17800000,27400000
3193,Pad Man,Sony,2018,1700000,25600000,27300000
3194,Monster Family,VPD,2018,127000,26300000,26427000
3195,White Boy Rick,Studio 8,2018,24000000,1900000,25900000
3196,Winchester,LGF,2018,25100000,0,25100000
3197,The Death of Stalin,IFC,2018,8000000,16600000,24600000
3198,Strangers: Prey at Night,Aviron,2018,24600000,0,24600000
3199,"Paul, Apostle of Christ",Affirm,2018,17600000,5500000,23100000
3200,Padmaavat,VPD,2018,11800000,11100000,22900000
3201,Proud Mary,SGem,2018,20900000,876000,21776000
3202,Superfly,Sony,2018,20500000,236000,20736000
3203,If Beale Street Could Talk,Annapurna,2018,14900000,5700000,20600000
3204,Burn the Stage: The Movie,Trafalgar,2018,4200000,16100000,20300000
3205,Detective K: Secret of the Living Dead,WGUSA,2018,104000,18500000,18604000
3206,The Wife,SPC,2018,9600000,8600000,18200000
3207,Hell Fest,LGF,2018,11100000,7100000,18200000
3208,Chappaquiddick,ENTMP,2018,17400000,591000,17991000
3209,They Shall Not Grow Old,WB,2018,18000000,0,18000000
3210,Free Solo,NGE,2018,17500000,0,17500000
3211,The Children Act,A24,2018,548000,17000000,17548000
3212,Beautiful Boy (2018),Amazon,2018,7600000,8700000,16300000
3213,Hunter Killer,LG/S,2018,15800000,0,15800000
3214,Tully (2018),Focus,2018,9400000,6300000,15700000
3215,Unfriended: Dark Web,BH Tilt,2018,8900000,6300000,15200000
3216,Upgrade,BH Tilt,2018,12000000,2400000,14400000
3217,Unsane,BST,2018,7700000,6600000,14300000
3218,The Sisters Brothers,Annapurna,2018,3100000,10000000,13100000
3219,Welcome to Marwen,Uni.,2018,10800000,2100000,12900000
3220,Hotel Artemis,Global Road,2018,6700000,6000000,12700000
3221,Marrowbone,Magn.,2018,1400,12300000,12301400
3222,102 Not Out,Sony,2018,1300000,10900000,12200000
3223,Boy Erased,Focus,2018,6800000,5000000,11800000
3224,Back to Burgundy,MBox,2018,258000,11400000,11658000
3225,The Bookshop,Greenwich,2018,1600000,9900000,11500000
3226,The Old Man & the Gun,FoxS,2018,11300000,0,11300000
3227,Gringo,STX,2018,5000000,6000000,11000000
3228,Golden Slumber,CJ,2018,94500,10600000,10694500
3229,Kin,LGF,2018,5700000,4300000,10000000
3230,The Big Bad Fox and Other Tales,GK,2018,35800,9600000,9635800
3231,Traffik,LGF,2018,9200000,336000,9536000
3232,Can You Ever Forgive Me?,FoxS,2018,8800000,0,8800000
3233,7 Days in Entebbe,Focus,2018,3300000,5400000,8700000
3234,Pope Francis - A Man of His Word,Focus,2018,2000000,6600000,8600000
3235,Condorito: La Pelicula,LGF,2018,448000,8000000,8448000
3236,Suspiria,Amazon,2018,2500000,5400000,7900000
3237,Disobedience,BST,2018,3500000,4400000,7900000
3238,Qué León (What A Lion),Spanglish,2018,2600000,5200000,7800000
3239,Life Itself (2018),Amazon,2018,4099999,3700000,7799999
3240,Beirut,BST,2018,5000000,2500000,7500000
3241,Return of the Hero,Distrib.,2018,37100,7300000,7337100
3242,Soorma,Sony,2018,390000,6200000,6590000
3243,The Hurricane Heist,ENTMP,2018,6100000,0,6100000
3244,Every Day (2018),Orion,2018,6100000,0,6100000
3245,Leave No Trace,BST,2018,6000000,0,6000000
3246,My Hero Academia: Two Heroes,FUN,2018,5800000,0,5800000
3247,Destroyer,Annapurna,2018,1500000,4000000,5500000
3248,Madame,Blue Fox,2018,91000,5300000,5391000
3249,Colette,BST,2018,5100000,0,5100000
3250,Blindspotting,LG/S,2018,4300000,530000,4830000
3251,Cold War (2018),Amazon,2018,4600000,0,4600000
3252,Papillon (2018),BST,2018,2300000,2200000,4500000
3253,Gotti,VE,2018,4300000,0,4300000
3254,The Mercy,Scre.,2018,29500,4200000,4229500
3255,Hichki,Yash,2018,330000,3900000,4230000
3256,Ya Veremos,PNT,2018,4200000,0,4200000
3257,Don't Worry He Won't Get Far on Foot,Amazon,2018,1400000,2500000,3900000
3258,A Private War,Aviron,2018,1600000,2200000,3800000
3259,Ben is Back,RAtt.,2018,3700000,0,3700000
3260,Bad Samaritan,Electric,2018,3400000,0,3400000
3261,Gauguin: Voyage to Tahiti,Cohen,2018,200000,3100000,3300000
3262,Shoplifters,Magn.,2018,3300000,0,3300000
3263,The Front Runner,Sony,2018,2000000,1200000,3200000
3264,2001: A Space Odyssey (2018 re-release),WB,2018,3200000,0,3200000
3265,Wildlife,IFC,2018,1100000,2000000,3100000
3266,La Boda de Valentina,PNT,2018,2800000,0,2800000
3267,You Were Never Really Here,Amazon,2018,2500000,0,2500000
3268,Billionaire Boy's Club,VE,2018,1300,2500000,2501300
3269,The Rider,SPC,2018,2400000,0,2400000
3270,Mary and the Witch's Flower,GK,2018,2400000,0,2400000
3271,Bilal: A New Breed of Hero,VE,2018,491000,1700000,2191000
3272,A Fantastic Woman,SPC,2018,2000000,0,2000000
3273,MET Opera: La Traviata,Fathom,2018,1900000,0,1900000
3274,Capernaum,SPC,2018,1700000,0,1700000
3275,I Still See You,LGF,2018,1400,1500000,1501400
3276,Finding Your Feet,RAtt.,2018,1400000,0,1400000
3277,Never Look Away,SPC,2018,1300000,0,1300000
3278,Maria by Callas,SPC,2018,1300000,0,1300000
3279,Mandy,RLJ,2018,1200000,0,1200000
3280,Andhadhun,Eros,2018,1200000,0,1200000
3281,Lean on Pete,A24,2018,1200000,0,1200000
3282,Nothing to Lose (2018),Swen,2018,1000000,0,1000000
3283,Raid (2018),Eros,2018,1000000,0,1000000
3284,The Insult,Cohen,2018,1000000,0,1000000
3285,Little Italy,EOne,2018,990000,0,990000
3286,The Catcher Was a Spy,IFC,2018,725000,229000,954000
3287,The Miseducation of Cameron Post,FR,2018,905000,0,905000
3288,Kedarnath,PackYourBag,2018,901000,0,901000
3289,Schindler's List (2018 re-release),Uni.,2018,833000,0,833000
3290,Mirai,GK,2018,813000,0,813000
3291,Beast,RAtt.,2018,800000,0,800000
3292,Pokemon the Movie: The Power of Us,Fathom,2018,789000,0,789000
3293,The Party (2017),RAtt.,2018,750000,0,750000
3294,Burning,WGUSA,2018,719000,0,719000
3295,Foxtrot,SPC,2018,619000,0,619000
3296,The Sound of Music (2018 re-release),Fathom,2018,616000,0,616000
3297,The Big Lebowski (20th Anniversary),Fathom,2018,583000,0,583000
3298,Manmarziyaan,Eros,2018,567000,0,567000
3299,Loveless (2018),SPC,2018,566000,0,566000
3300,Tommy Wiseau's The Room,Fathom,2018,550000,0,550000
3301,Fireworks (2018),GK,2018,525000,0,525000
3302,The Spy Gone North,CJ,2018,501000,0,501000
3303,The Happy Prince,SPC,2018,466000,0,466000
3304,Final Portrait,SPC,2018,462000,0,462000
3305,Bag of Marbles,Gaum.,2018,411000,0,411000
3306,Vertigo (60th Anniversary),Fathom,2018,394000,0,394000
3307,Oh Lucy!,FM,2018,375000,0,375000
3308,Mountain,Greenwich,2018,365000,0,365000
3309,Time Freak,Grindstone,2018,10000,256000,266000
3310,What They Had,BST,2018,260000,0,260000
3311,Batti Gul Meter Chalu,Eros,2018,250000,0,250000
3312,Borg vs. McEnroe,Neon,2018,231000,0,231000
3313,Matangi/Maya/M.I.A.,Abr.,2018,231000,0,231000
3314,Mazinger Z: INFINITY,Fathom,2018,221000,0,221000
3315,Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom,2018,194000,0,194000
3316,Summer 1993,Osci.,2018,186000,0,186000
3317,Maquia: When the Promised Flower Blooms (Subtitled),Elev.,2018,186000,0,186000
3318,Karwaan,PackYourBag,2018,182000,0,182000
3319,Last Letter,CL,2018,181000,0,181000
3320,The Accidental Detective 2: In Action,CJ,2018,179000,0,179000
3321,The Guardians,MBox,2018,177000,0,177000
3322,Luis & the Aliens,VPD,2018,170000,0,170000
3323,Double Lover,Cohen,2018,168000,0,168000
3324,Ghost Stories,IFC,2018,149000,0,149000
3325,Museo,Vita.,2018,149000,0,149000
3326,The Little Mermaid (2018),Conglomerate,2018,147000,0,147000
3327,The Young Karl Marx,Orch.,2018,126000,0,126000
3328,Becoming Astrid,MBox,2018,120000,0,120000
3329,Ryuichi Sakamoto: Coda,MUBI,2018,117000,0,117000
3330,Gonjiam: Haunted Asylum,WGUSA,2018,115000,0,115000
3331,Take Point,CJ,2018,112000,0,112000
3332,The Dawn Wall,Orch.,2018,112000,0,112000
3333,The Negotiation,CJ,2018,111000,0,111000
3334,The Captain,MBox,2018,109000,0,109000
3335,Mary Shelley,IFC,2018,109000,0,109000
3336,In Between,FM,2018,108000,0,108000
3337,Namaste England,Eros,2018,104000,0,104000
3338,Happy Phirr Bhag Jayegi,Eros,2018,103000,0,103000
3339,Ismael's Ghosts,Magn.,2018,103000,0,103000
3340,Revenge (2018),Neon,2018,102000,0,102000
3341,Unstoppable (2018),WGUSA,2018,101000,0,101000
3342,Reign of Judges: Title of Liberty - Concept Short,Darin Southa,2018,93200,5200,98400
3343,The Third Murder,FM,2018,89300,0,89300
3344,The House That Jack Built,IFC,2018,88000,0,88000
3345,Custody,KL,2018,83900,0,83900
3346,Godard Mon Amour,Cohen,2018,82300,0,82300
3347,Just a Breath Away,EOne,2018,78000,0,78000
3348,Mukkabaaz,Eros,2018,75900,0,75900
3349,Keys to the Heart,CJ,2018,75100,0,75100
3350,Tehran Taboo,KL,2018,74800,0,74800
3351,The Last Suit,OutF,2018,73500,0,73500
3352,"Nico, 1988",Magn.,2018,73300,0,73300
3353,Antonio Lopez 1970: Sex Fashion & Disco,FM,2018,43200,30000,73200
3354,Helicopter Eela,Eros,2018,72000,0,72000
3355,Under the Tree,Magn.,2018,67600,0,67600
3356,Before We Vanish,Super,2018,52100,0,52100
3357,I Am Not a Witch,FM,2018,50900,0,50900
3358,Racer & the Jailbird,Super,2018,46300,0,46300
3359,Rodin,Cohen,2018,44300,0,44300
3360,What Will People Say,KL,2018,44200,0,44200
3361,A Ciambra,IFC,2018,41900,0,41900
3362,Oolong Courtyard,CL,2018,37700,0,37700
3363,Girls vs Gangsters,WGUSA,2018,37100,0,37100
3364,"No Date, No Signature",Distrib.,2018,36400,0,36400
3365,The Apparition (2018),MBox,2018,28300,0,28300
3366,The Charmer,FM,2018,26200,0,26200
3367,Elliot: The Littlest Reindeer,Scre.,2018,24300,0,24300
